file	nr	chembl_id	inchi_key	tautomer_smiles	smile
vanwesten_tauromer.csv	602	Metz_2011_0852	MANXKCJJZGZYDA-UHFFFAOYSA-N	O=S(O)(=C)NCCOc1cncc(c1)c2ccc3cnccc3(c2)	O=S(=O)(NCCOc1cncc(c1)c2ccc3cnccc3(c2))C
vanwesten_tauromer.csv	603	Metz_2011_0855	GBJPKZOWVNKHRB-UHFFFAOYSA-N	O=C(c1ccccc1(F))c2cc(ccc2(N))c5cncc(OCC(N)Cc4c[nH]c3ccccc34)c5	O=C(c1ccccc1(F))c2cc(ccc2(N))c5cncc(OCC(N)Cc4c[nH]c3ccccc34)c5
vanwesten_tauromer.csv	604	Metz_2011_0856	QICFILJRZYDGDI-UHFFFAOYSA-N	OC1N=c2ccc(cc2(=C1))c5cncc(OCC(N)Cc4c[nH]c3ccccc34)c5	O=C2Nc1ccc(cc1C2)c5cncc(OCC(N)Cc4c[nH]c3ccccc34)c5
vanwesten_tauromer.csv	605	Metz_2011_0857	KAKGFGCTONHQJW-UHFFFAOYSA-N	O=C1Oc2cc(ccc2(N1))c5cncc(OCC(N)Cc4c[nH]c3ccccc34)c5	O=C1Oc2cc(ccc2(N1))c5cncc(OCC(N)Cc4c[nH]c3ccccc34)c5
vanwesten_tauromer.csv	606	Metz_2011_0858_0862	NJPWCTYVEJIQBM-UHFFFAOYSA-N	n2cc(OCC(N)Cc1cccc(c1)Cl)cc(c2)c3ccc4n[nH]c(c4(c3))C	n2cc(OCC(N)Cc1cccc(c1)Cl)cc(c2)c3ccc4[nH]nc(c4(c3))C
vanwesten_tauromer.csv	607	Metz_2011_0859	CHTMRWQLNNRRFJ-UHFFFAOYSA-N	n2cc(OCC(N)Cc1ccc(c(c1)Cl)Cl)cc(c2)c3ccc4n[nH]c(c4(c3))C	n2cc(OCC(N)Cc1ccc(c(c1)Cl)Cl)cc(c2)c3ccc4[nH]nc(c4(c3))C
vanwesten_tauromer.csv	608	Metz_2011_0864	FQEODTMNWMDUMD-UHFFFAOYSA-N	n1oc(cc1CC(C)C)c2ccc3n[nH]c(N)c3(c2)	n1oc(cc1CC(C)C)c2ccc3[nH]nc(N)c3(c2)
vanwesten_tauromer.csv	609	Metz_2011_0865	UTFXYGYVDDLJER-UHFFFAOYSA-N	n1nn(c(c1c2ccc3n[nH]c(N)c3(c2))C)Cc4ccccc4	n1nn(c(c1c2ccc3[nH]nc(N)c3(c2))C)Cc4ccccc4
vanwesten_tauromer.csv	610	Metz_2011_0866	YWTBGJGMTBHQTM-UHFFFAOYSA-N	n3cc(OCC(N)Cc2c[nH]c1ccccc12)cc(c3)c4ccc5[nH]nc(c5(c4))C	n3cc(OCC(N)Cc2c[nH]c1ccccc12)cc(c3)c4ccc5[nH]nc(c5(c4))C
vanwesten_tauromer.csv	611	Metz_2011_0875	GJOXRIYWDHESDF-UHFFFAOYSA-N	n1nn(c(c1c2ccc3n[nH]c(N)c3(c2))c4ccccc4C)Cc5ccccc5	n1nn(c(c1c2ccc3[nH]nc(N)c3(c2))c4ccccc4C)Cc5ccccc5
vanwesten_tauromer.csv	612	Metz_2011_0876	LHQWPYOYDRVMFI-UHFFFAOYSA-N	n1ccc2cc(ccc2(c1))c5cncc(OCC(N)Cc4c[nH]c3ccccc34)c5	n1ccc2cc(ccc2(c1))c5cncc(OCC(N)Cc4c[nH]c3ccccc34)c5
vanwesten_tauromer.csv	613	Metz_2011_0880	IJVDETPCUCZHTR-UHFFFAOYSA-N	O=S(=O)(Nc1ccc(cc1)c2ccc3[nH]nc(N)c3(c2))C	O=S(=O)(Nc1ccc(cc1)c2ccc3[nH]nc(N)c3(c2))C
vanwesten_tauromer.csv	614	Metz_2011_0893	HWPBQFXYKGMNIN-UHFFFAOYSA-N	O=S(O)(=Nc1ccc(cc1)c2ccc3[nH]nc(N)c3(c2))CC	O=S(=O)(Nc1ccc(cc1)c2ccc3[nH]nc(N)c3(c2))CC
vanwesten_tauromer.csv	615	Metz_2011_0895	UOOFSEUSROQBBP-UHFFFAOYSA-N	n1nn(c(c1c2ccc3n[nH]c(N)c3(c2))C4CC4)Cc5ccccc5	n1nn(c(c1c2ccc3[nH]nc(N)c3(c2))C4CC4)Cc5ccccc5
vanwesten_tauromer.csv	616	Metz_2011_0896	XFHCSNRQFQRLHZ-UHFFFAOYSA-N	n1oc(cc1Cc2ccccc2)c3ccc4n[nH]c(N)c4(c3)	n1oc(cc1Cc2ccccc2)c3ccc4[nH]nc(N)c4(c3)
vanwesten_tauromer.csv	617	Metz_2011_0898	HNTNPMQGOSWUOV-UHFFFAOYSA-N	O=S(O)(=C)NCCOc1cncc(c1)c2ccc3n[nH]c(c3(c2))C	O=S(=O)(NCCOc1cncc(c1)c2ccc3[nH]nc(c3(c2))C)C
vanwesten_tauromer.csv	618	Metz_2011_0905	QRCXMLQLNQMAFC-UHFFFAOYSA-N	n1ccc(cc1)c3cc2n[nH]c(N)c2c(c3)N(C)C	n1ccc(cc1)c3cc2[nH]nc(N)c2c(c3)N(C)C
vanwesten_tauromer.csv	619	Metz_2011_0906	WYCBJBMCGVVCMY-UHFFFAOYSA-N	n1ccc(cc1)c3cc2n[nH]c(N)c2c(OCCCC)c3	n1ccc(cc1)c2cc(OCCCC)c3c(n[nH]c3(c2))N
vanwesten_tauromer.csv	620	Metz_2011_0907	SELXDFVNFMEQCP-UHFFFAOYSA-N	n1ccc(cc1)c3cc2n[nH]c(N)c2c(OCCCN(C)C)c3	n1ccc(cc1)c2cc(OCCCN(C)C)c3c(n[nH]c3(c2))N
vanwesten_tauromer.csv	621	Metz_2011_0909	OQHALFBQFMAXFZ-UHFFFAOYSA-N	n1ccc(cc1)c3cc2n[nH]c(N)c2c(OC(C)(C)C)c3	n1ccc(cc1)c2cc(OC(C)(C)C)c3c(n[nH]c3(c2))N
vanwesten_tauromer.csv	622	Metz_2011_0911	VYACUCWGDYRIAG-UHFFFAOYSA-N	n1cc(OCCNC)cc(c1)c2ccc3n[nH]c(c3(c2))C	n1cc(OCCNC)cc(c1)c2ccc3[nH]nc(c3(c2))C
vanwesten_tauromer.csv	623	Metz_2011_0917	VGGMHOZXPQUFME-UHFFFAOYSA-N	O=S(O)(=C)N(C)CCOc1cncc(c1)c2ccc3n[nH]c(c3(c2))C	O=S(=O)(N(C)CCOc1cncc(c1)c2ccc3[nH]nc(c3(c2))C)C
vanwesten_tauromer.csv	624	Metz_2011_0924	VEXYJVKMGKPGRV-UHFFFAOYSA-N	n1nn(c(c1c2ccc3n[nH]c(N)c3(c2))c4ccc(cc4)N(C)C)Cc5ccccc5	n1nn(c(c1c2ccc3[nH]nc(N)c3(c2))c4ccc(cc4)N(C)C)Cc5ccccc5
vanwesten_tauromer.csv	625	Metz_2011_0932	KQSQZFWRXUXPMI-UHFFFAOYSA-N	O=C(N)c1ccc(cc1)c3cc2n[nH]c(N)c2c(OCCC(C)(C)C)c3	O=C(N)c1ccc(cc1)c2cc(OCCC(C)(C)C)c3c(n[nH]c3(c2))N
vanwesten_tauromer.csv	626	Metz_2011_0937	JMSLHIHVUFAAJQ-UHFFFAOYSA-N	O=C(c1cccc(c1)Cl)c2cc(ccc2(N))c5cncc(OCC(N)Cc4c[nH]c3ccccc34)c5	O=C(c1cccc(c1)Cl)c2cc(ccc2(N))c5cncc(OCC(N)Cc4c[nH]c3ccccc34)c5
vanwesten_tauromer.csv	627	Metz_2011_1020	GDYZFFBMSBDTAA-UHFFFAOYSA-N	n1c[nH]c(OCCCC)c3c1ncc3(c2ccccc2)	n2cnc3[nH]cc(c1ccccc1)c3(c2OCCCC)
vanwesten_tauromer.csv	628	Metz_2011_1028	PRRYQINUAIQTFJ-UHFFFAOYSA-N	n1c[nH]c(c3c1ncc3(c2ccccc2))N4CCCCC4	n1cnc(c3c1[nH]cc3(c2ccccc2))N4CCCCC4
vanwesten_tauromer.csv	629	Metz_2011_1029	MMMPFWNSQKXKDX-UHFFFAOYSA-N	OCCCNc2nc[nH]c1ncc(c12)SC	OCCCNc2ncnc1[nH]cc(c12)SC
vanwesten_tauromer.csv	630	Metz_2011_1054	ZGZVRPRSFXRGCF-UHFFFAOYSA-N	O=C(Nc2[nH]nc1ccc(cc12)c3nnn(c3)Cc4ccccc4)c5ccc(OC)c(OC)c5	O=C(Nc1n[nH]c2ccc(cc12)c3nnn(c3)Cc4ccccc4)c5ccc(OC)c(OC)c5
vanwesten_tauromer.csv	631	Metz_2011_1055	FISNDZKRNXBCLC-UHFFFAOYSA-N	OCc1noc(c1)c2ccc3[nH]ncc3(c2)	OCc1noc(c1)c2ccc3[nH]ncc3(c2)
vanwesten_tauromer.csv	632	Metz_2011_1056	HJYHJYGXRBYDIG-UHFFFAOYSA-N	O=C(Nc2[nH]nc1ccc(cc12)c3nnn(c3)Cc4ccccc4)c5cc(F)ccc5(F)	O=C(Nc1n[nH]c2ccc(cc12)c3nnn(c3)Cc4ccccc4)c5cc(F)ccc5(F)
vanwesten_tauromer.csv	633	Metz_2011_1058	GVMDVMPNOAVKJR-UHFFFAOYSA-N	n1nn(cc1c2ccc3[nH]ncc3(c2))Cc4ccccc4	n1nn(cc1c2ccc3[nH]ncc3(c2))Cc4ccccc4
vanwesten_tauromer.csv	634	Metz_2011_1059	CALAEFSQWBJMDU-UHFFFAOYSA-N	n1cc2cc(ccc2([nH]1))c5nc3ncccn3c5(NC4CCCCC4)	n1cc2cc(ccc2([nH]1))c5nc3ncccn3c5(NC4CCCCC4)
vanwesten_tauromer.csv	635	Metz_2011_1060	DYSRECIVMDGUQU-UHFFFAOYSA-N	n1cc2cc(ccc2([nH]1))c4nc3ncccn3c4(NC(C)C)	n1cc2cc(ccc2([nH]1))c4nc3ncccn3c4(NC(C)C)
vanwesten_tauromer.csv	636	Metz_2011_1061	UDFDIIVNIYWXDM-UHFFFAOYSA-N	O=C(Nc2[nH]nc1ccc(cc12)c3nnn(c3)Cc4ccccc4)c5ccccc5	O=C(Nc1n[nH]c2ccc(cc12)c3nnn(c3)Cc4ccccc4)c5ccccc5
vanwesten_tauromer.csv	637	Metz_2011_1062	JXMYIDZREHNPDO-UHFFFAOYSA-N	n1nn(c(c1c2ccc3[nH]ncc3(c2))C4CC4)Cc5ccccc5	n1nn(c(c1c2ccc3[nH]ncc3(c2))C4CC4)Cc5ccccc5
vanwesten_tauromer.csv	638	Metz_2011_1064	ZRQXCQXWTLVASO-UHFFFAOYSA-N	O=C(Nc2[nH]nc1ccc(cc12)c4nnn(c4(c3ccccc3))Cc5ccccc5)CCC	O=C(Nc1n[nH]c2ccc(cc12)c4nnn(c4(c3ccccc3))Cc5ccccc5)CCC
vanwesten_tauromer.csv	639	Metz_2011_1067	SBFPHSVZEXSHTL-UHFFFAOYSA-N	O=C(Nc2[nH]nc1ccc(cc12)c3nnn(c3)Cc4ccccc4)c5cccc(F)c5	O=C(Nc1n[nH]c2ccc(cc12)c3nnn(c3)Cc4ccccc4)c5cccc(F)c5
vanwesten_tauromer.csv	640	Metz_2011_1070	UPPGGRZNGRFDAU-UHFFFAOYSA-N	O=C(c1c(nnn1Cc2ccccc2)c3ccc4[nH]ncc4(c3))N(C)C(C)C	O=C(c1c(nnn1Cc2ccccc2)c3ccc4[nH]ncc4(c3))N(C)C(C)C
vanwesten_tauromer.csv	641	Metz_2011_1071	FDBPGAHVEGEARY-UHFFFAOYSA-N	O=C(c1c(nnn1Cc2ccccc2)c3ccc4[nH]ncc4(c3))N(C)CCOC	O=C(c1c(nnn1Cc2ccccc2)c3ccc4[nH]ncc4(c3))N(C)CCOC
vanwesten_tauromer.csv	642	Metz_2011_1073	ISEDKXOMRIKZPK-UHFFFAOYSA-N	n1nn(cc1c2ccc3[nH]ncc3(c2))CC4CCOCC4	n1nn(cc1c2ccc3[nH]ncc3(c2))CC4CCOCC4
vanwesten_tauromer.csv	643	Metz_2011_1074	MIYRKQLKDQNUKZ-UHFFFAOYSA-N	O=C(c1c(nnn1Cc2ccccc2)c3ccc4n[nH]cc4(c3))N(C)C	O=C(c1c(nnn1Cc2ccccc2)c3ccc4[nH]ncc4(c3))N(C)C
vanwesten_tauromer.csv	644	Metz_2011_1078	RVSKJUNTDGBSSS-UHFFFAOYSA-N	O=C(Nc2[nH]nc1ccc(cc12)c3nnn(c3)Cc4ccccc4)CCC	O=C(Nc1n[nH]c2ccc(cc12)c3nnn(c3)Cc4ccccc4)CCC
vanwesten_tauromer.csv	645	Metz_2011_1085	CTJAMSGCMYAVCZ-UHFFFAOYSA-N	n1cc2cc(ccc2([nH]1))c4nc(Nc3ccccc3)sc4	n1cc2cc(ccc2([nH]1))c4nc(Nc3ccccc3)sc4
vanwesten_tauromer.csv	646	Metz_2011_1086	SRONQUHCRFZABC-UHFFFAOYSA-N	Fc1ccc(cc1)c2c(nnn2Cc3ccccc3)c4ccc5n[nH]c(c5(c4))C	Fc1ccc(cc1)c2c(nnn2Cc3ccccc3)c4ccc5[nH]nc(c5(c4))C
vanwesten_tauromer.csv	647	Metz_2011_1087	JJTYLBBKGQOISV-UHFFFAOYSA-N	O=C(Nc2[nH]nc1ccc(cc12)c3nnn(c3)Cc4ccccc4)c5cc(OC)cc(OC)c5	O=C(Nc1n[nH]c2ccc(cc12)c3nnn(c3)Cc4ccccc4)c5cc(OC)cc(OC)c5
vanwesten_tauromer.csv	648	Metz_2011_1089	CYLGCMABIBXHIQ-UHFFFAOYSA-N	O=C(Nc2[nH]nc1ccc(cc12)c3nnn(c3)Cc4ccccc4)c5cccc(OC)c5	O=C(Nc1n[nH]c2ccc(cc12)c3nnn(c3)Cc4ccccc4)c5cccc(OC)c5
vanwesten_tauromer.csv	649	Metz_2011_1091	GNZPMJDEUIVORU-UHFFFAOYSA-N	O=C(c1noc(c1)c2ccc3[nH]ncc3(c2))N4CCCC(O)C4	O=C(c1noc(c1)c2ccc3[nH]ncc3(c2))N4CCCC(O)C4
vanwesten_tauromer.csv	650	Metz_2011_1092	WKWGFJFNCXAUEX-UHFFFAOYSA-N	n1oc(cc1Cc2ccccc2)c3ccc4n[nH]cc4(c3)	n1oc(cc1Cc2ccccc2)c3ccc4[nH]ncc4(c3)
vanwesten_tauromer.csv	651	Metz_2011_1093	VSVKFEMFAYXZKR-UHFFFAOYSA-N	n1nn(cc1Cc2ccccc2)c3ccc4[nH]ncc4(c3)	n1nn(cc1Cc2ccccc2)c3ccc4[nH]ncc4(c3)
vanwesten_tauromer.csv	652	Metz_2011_1095	DNNMLMAYBWMQIC-UHFFFAOYSA-N	O=C2N=C(c1ccccc1)CC(=N2)c3ccc4[nH]ncc4(c3)	O=C1N=C(C=C(N1)c2ccccc2)c3ccc4[nH]ncc4(c3)
vanwesten_tauromer.csv	653	Metz_2011_1096	CPGKMMMSMJKHDL-UHFFFAOYSA-N	n1cc2cc(ccc2([nH]1))c3nc4ncccn4(c3)	n1cc2cc(ccc2([nH]1))c3nc4ncccn4(c3)
vanwesten_tauromer.csv	654	Metz_2011_1097	FLHJZUQGFPJXRD-UHFFFAOYSA-N	O=C(Nc2[nH]nc1ccc(cc12)c3nnn(c3)Cc4ccccc4)CN(C)C	O=C(Nc1n[nH]c2ccc(cc12)c3nnn(c3)Cc4ccccc4)CN(C)C
vanwesten_tauromer.csv	655	Metz_2011_1099	OPOGDZANLATWGS-UHFFFAOYSA-N	n1nn(cc1c2ccc3[nH]ncc3(c2))Cc4ccc(cc4C)C	n1nn(cc1c2ccc3[nH]ncc3(c2))Cc4ccc(cc4C)C
vanwesten_tauromer.csv	656	Metz_2011_1100	ZTUKHYNMEWPBNZ-UHFFFAOYSA-N	n1oc(cc1CN2CCCCC2)c3ccc4[nH]ncc4(c3)	n1oc(cc1CN2CCCCC2)c3ccc4[nH]ncc4(c3)
vanwesten_tauromer.csv	657	Metz_2011_1106	DWXUTKBSWVUPBE-UHFFFAOYSA-N	n1nn(c(c1c2ccc3n[nH]c(c3(c2))C)c4ccccc4C)Cc5ccccc5	n1nn(c(c1c2ccc3[nH]nc(c3(c2))C)c4ccccc4C)Cc5ccccc5
vanwesten_tauromer.csv	658	Metz_2011_1107	BEJCLDKQCNVTQR-UHFFFAOYSA-N	N#Cc1ccc(cc1)C(=O)Nc3[nH]nc2ccc(cc23)c4nnn(c4)Cc5ccccc5	N#Cc1ccc(cc1)C(=O)Nc2n[nH]c3ccc(cc23)c4nnn(c4)Cc5ccccc5
vanwesten_tauromer.csv	659	Metz_2011_1108	KAZJIBCOYQRDGG-UHFFFAOYSA-N	N#Cc1cccc(c1)C(=O)Nc3[nH]nc2ccc(cc23)c4nnn(c4)Cc5ccccc5	N#Cc1cccc(c1)C(=O)Nc2n[nH]c3ccc(cc23)c4nnn(c4)Cc5ccccc5
vanwesten_tauromer.csv	660	Metz_2011_1109	XZONYYFHQICDAM-UHFFFAOYSA-N	O=C(Nc2[nH]nc1ccc(cc12)c3nnn(c3)Cc4ccccc4)c5ccc(F)cc5	O=C(Nc1n[nH]c2ccc(cc12)c3nnn(c3)Cc4ccccc4)c5ccc(F)cc5
vanwesten_tauromer.csv	661	Metz_2011_1110	ZAOAKWGRHJIYTD-UHFFFAOYSA-N	n1cc2cc(ccc2([nH]1))c4nc3ncccn3c4(NCCCC)	n1cc2cc(ccc2([nH]1))c4nc3ncccn3c4(NCCCC)
vanwesten_tauromer.csv	662	Metz_2011_1111	AGYZUONRISUOIK-UHFFFAOYSA-N	n1nn(cc1c3ccc4[nH]nc(c2ccccc2)c4(c3))Cc5ccccc5	n1nn(cc1c3ccc4[nH]nc(c2ccccc2)c4(c3))Cc5ccccc5
vanwesten_tauromer.csv	663	Metz_2011_1112	IOYGZJJCJBOPDM-UHFFFAOYSA-N	n2nn(c(c1ccccc1)c2c3ccc4n[nH]cc4(c3))Cc5ccccc5	n2nn(c(c1ccccc1)c2c3ccc4[nH]ncc4(c3))Cc5ccccc5
vanwesten_tauromer.csv	664	Metz_2011_1114	CTQIQHVVPQICIK-UHFFFAOYSA-N	O=C(Nc2[nH]nc1ccc(cc12)c3nnn(c3)Cc4ccccc4)c5ccccc5(OC)	O=C(Nc1n[nH]c2ccc(cc12)c3nnn(c3)Cc4ccccc4)c5ccccc5(OC)
vanwesten_tauromer.csv	665	Metz_2011_1116	UZFPGFONVYFSRR-UHFFFAOYSA-N	O=C(Nc2[nH]nc1ccc(cc12)c3nnn(c3)Cc4ccccc4)c5cccc(c5)Cl	O=C(Nc1n[nH]c2ccc(cc12)c3nnn(c3)Cc4ccccc4)c5cccc(c5)Cl
vanwesten_tauromer.csv	666	Metz_2011_1117	VUWOSKCPLJROAK-UHFFFAOYSA-N	n1nn(cc1c4ccc5[nH]nc(c2nnn(c2)Cc3ccccc3)c5(c4))Cc6ccccc6	n1nn(cc1c4ccc5[nH]nc(c2nnn(c2)Cc3ccccc3)c5(c4))Cc6ccccc6
vanwesten_tauromer.csv	667	Metz_2011_1120	QATMNAAQTUISJK-UHFFFAOYSA-N	O=C(Nc2[nH]nc1ccc(cc12)c3nnn(c3)Cc4ccccc4)c5ccc(cc5)Cl	O=C(Nc1n[nH]c2ccc(cc12)c3nnn(c3)Cc4ccccc4)c5ccc(cc5)Cl
vanwesten_tauromer.csv	668	Metz_2011_1122	OHLKBSAOSZPTFS-UHFFFAOYSA-N	n1oc(cc1CCC)c2ccc3n[nH]cc3(c2)	n1oc(cc1CCC)c2ccc3[nH]ncc3(c2)
vanwesten_tauromer.csv	669	Metz_2011_1123	RWKDVIAVTRRJIR-UHFFFAOYSA-N	O=C(Nc2[nH]nc1ccc(cc12)c3nnn(c3)Cc4ccccc4)c5ccc(cc5)N(C)C	O=C(Nc1n[nH]c2ccc(cc12)c3nnn(c3)Cc4ccccc4)c5ccc(cc5)N(C)C
vanwesten_tauromer.csv	670	Metz_2011_1124	QVWKRMXAYICTFS-UHFFFAOYSA-N	n1cc2cc(ccc2([nH]1))c4nc(NCc3ccccc3)sc4	n1cc2cc(ccc2([nH]1))c4nc(NCc3ccccc3)sc4
vanwesten_tauromer.csv	671	Metz_2011_1127	IHGUHCPMDSTTIW-UHFFFAOYSA-N	FC(F)(F)c1ccc(c(c1)C(F)(F)F)Cn2nnc(c2)c3ccc4[nH]ncc4(c3)	FC(F)(F)c1ccc(c(c1)C(F)(F)F)Cn2nnc(c2)c3ccc4[nH]ncc4(c3)
vanwesten_tauromer.csv	672	Metz_2011_1128	HWGZXYUOXGVACR-UHFFFAOYSA-N	O=C(n2nc(N)c1cc(ccc12)c3nnn(c3)Cc4ccccc4)C5CCN(C)CC5	O=C(n2nc(N)c1cc(ccc12)c3nnn(c3)Cc4ccccc4)C5CCN(C)CC5
vanwesten_tauromer.csv	673	Metz_2011_1130	NYZBKPORWJDPBX-UHFFFAOYSA-N	O=C(N)C4CN(C(=O)c1noc(c1)c2ccc3[nH]ncc3(c2))CCC4	O=C(N)C4CN(C(=O)c1noc(c1)c2ccc3[nH]ncc3(c2))CCC4
vanwesten_tauromer.csv	674	Metz_2011_1132	ZVZCNOQSOULQEK-UHFFFAOYSA-N	O=C(c1noc(c1)c2ccc3[nH]ncc3(c2))N4CCCCC4	O=C(c1noc(c1)c2ccc3[nH]ncc3(c2))N4CCCCC4
vanwesten_tauromer.csv	675	Metz_2011_1134	RVPSPMYVDLPRIK-UHFFFAOYSA-N	Fc1ccc(cc1)c2ncn(c2c3ccc4[nH]ncc4(c3))CCN5CCOCC5	Fc1ccc(cc1)c2ncn(c2c3ccc4[nH]ncc4(c3))CCN5CCOCC5
vanwesten_tauromer.csv	676	Metz_2011_1136	UIZGOEDLEJDOIA-UHFFFAOYSA-N	O=C(Nc1n[nH]c2cc(ccc12)c3nnn(c3)Cc4ccccc4)CN(C)C	O=C(Nc1n[nH]c2cc(ccc12)c3nnn(c3)Cc4ccccc4)CN(C)C
vanwesten_tauromer.csv	677	Metz_2011_1138	HNXJWWRRSGDVIW-UHFFFAOYSA-N	O=C(NC(c1ccccc1)CO)c2ccc(cc2)c3ccncc3	O=C(NC(c1ccccc1)CO)c2ccc(cc2)c3ccncc3
vanwesten_tauromer.csv	678	Metz_2011_1139	HXDDWVMJYDULAZ-UHFFFAOYSA-N	O=C(NC(c1cc(cc(c1)Cl)Cl)CO)c2ccc(cc2)c3ccncc3	O=C(NC(c1cc(cc(c1)Cl)Cl)CO)c2ccc(cc2)c3ccncc3
vanwesten_tauromer.csv	679	Metz_2011_1140	MLGGUGPIWDHBAI-UHFFFAOYSA-N	O=C(NC(c1ccccc1)CN)c2ccc(cc2)c3ccncc3	O=C(NC(c1ccccc1)CN)c2ccc(cc2)c3ccncc3
vanwesten_tauromer.csv	680	Metz_2011_1141	MLGGUGPIWDHBAI-UHFFFAOYSA-N	O=C(NC(c1ccccc1)CN)c2ccc(cc2)c3ccncc3	O=C(NC(c1ccccc1)CN)c2ccc(cc2)c3ccncc3
vanwesten_tauromer.csv	681	Metz_2011_1143	VGNKOJURPOHWJF-UHFFFAOYSA-N	O=C(NC(c1cccc(OC)c1)CN)c2ccc(cc2)c3ccncc3	O=C(NC(c1cccc(OC)c1)CN)c2ccc(cc2)c3ccncc3
vanwesten_tauromer.csv	682	Metz_2011_1144	YPJJSXBVVGPFHA-UHFFFAOYSA-N	O=C(NC(c1cccc(OC)c1)C)c2ccc(cc2)c3ccncc3C	O=C(NC(c1cccc(OC)c1)C)c2ccc(cc2)c3ccncc3C
vanwesten_tauromer.csv	683	Metz_2011_1146	TVEREFRWBLRPPJ-UHFFFAOYSA-N	O=C(NC(c1cccc(OC)c1)C)c2ccc(c(F)c2)c3ccncc3	O=C(NC(c1cccc(OC)c1)C)c2ccc(c(F)c2)c3ccncc3
vanwesten_tauromer.csv	684	Metz_2011_1147	ZCXXFPLQFFRMPN-UHFFFAOYSA-N	O=C(NC(c1cccc(OC)c1)C)c3ccc(c2ccncc2)c(c3)C	O=C(NC(c1cccc(OC)c1)C)c3ccc(c2ccncc2)c(c3)C
vanwesten_tauromer.csv	685	Metz_2011_1148	HOBMVEVXDIOMDM-UHFFFAOYSA-N	OCCC(Nc2nc1ccc(cc1s2)c3ccncc3)c4ccccc4	OCCC(Nc2nc1ccc(cc1s2)c3ccncc3)c4ccccc4
vanwesten_tauromer.csv	686	Metz_2011_1151	ZRTWUBWXIGHVET-UHFFFAOYSA-N	O=C(NC(c1cccc(OC)c1)C)c2ccc(cc2(NCCCN))c3ccncc3	O=C(NC(c1cccc(OC)c1)C)c2ccc(cc2(NCCCN))c3ccncc3
vanwesten_tauromer.csv	687	Metz_2011_1152	YGEACCLUBSGMMJ-UHFFFAOYSA-N	O=C(NC(c1ccccc1)C)c2ccc(cc2)c3ccncc3	O=C(NC(c1ccccc1)C)c2ccc(cc2)c3ccncc3
vanwesten_tauromer.csv	688	Metz_2011_1153	SYSUZXPGQXEWCZ-UHFFFAOYSA-N	O=C(NCc1ccccc1)c2ccc(cc2)c3ccncc3	O=C(NCc1ccccc1)c2ccc(cc2)c3ccncc3
vanwesten_tauromer.csv	689	Metz_2011_1154	NGDNKYRUKIPCLK-UHFFFAOYSA-N	n1ccc(cc1)c3ccc4nc(NCc2ccccc2)sc4(c3)	n1ccc(cc1)c3ccc4nc(NCc2ccccc2)sc4(c3)
vanwesten_tauromer.csv	690	Metz_2011_1156	JRVSFZKYQCETAH-UHFFFAOYSA-N	O=C(NC(c1cccc(OC)c1)C)c2ccc(cc2)c3ccncc3	O=C(NC(c1cccc(OC)c1)C)c2ccc(cc2)c3ccncc3
vanwesten_tauromer.csv	691	Metz_2011_1157	VAMDLIMJLAPZGX-UHFFFAOYSA-N	O=C(NC(c1cccc(OCCC)c1)C)c2ccc(cc2)c3ccncc3	O=C(NC(c1cccc(OCCC)c1)C)c2ccc(cc2)c3ccncc3
vanwesten_tauromer.csv	692	Metz_2011_1158_1192	IZAVTOABECKIDH-UHFFFAOYSA-N	O=C(NCc1ccccc1)c2cccc(c2)c3cnc4[nH]ccc4(c3)	O=C(NCc1ccccc1)c2cccc(c2)c3cnc4[nH]ccc4(c3)
vanwesten_tauromer.csv	693	Metz_2011_1159	ZDARWGRKWOMARR-UHFFFAOYSA-N	OC2N=Cc1ccc(cc12)c3ccc(cc3)Cl	O=C1NCc2ccc(cc12)c3ccc(cc3)Cl
vanwesten_tauromer.csv	694	Metz_2011_1163	BCELDWCEMNNKGM-UHFFFAOYSA-N	O=C(N)c1ccc(cc1N2CCCC2)c3ccncc3	O=C(N)c1ccc(cc1N2CCCC2)c3ccncc3
vanwesten_tauromer.csv	696	Metz_2011_1166	PMZKTTKWUGJZHP-UHFFFAOYSA-N	O=C(N)c2ccc(cc2(NCc1ccccc1))c3ccncc3	O=C(N)c2ccc(cc2(NCc1ccccc1))c3ccncc3
vanwesten_tauromer.csv	697	Metz_2011_1167	KASOPCDXOCZUGO-UHFFFAOYSA-N	O=C(N)c2ccc(cc2(NCc1cccc(F)c1))c3ccncc3	O=C(N)c2ccc(cc2(NCc1cccc(F)c1))c3ccncc3
vanwesten_tauromer.csv	698	Metz_2011_1169	CEIUUYPFNXEXLY-UHFFFAOYSA-N	O=C(NCc1ccccc1)c2cnn3c(O)cc(nc23)c4ccncc4	O=C1C=C(N=C2C(=CNN12)C(=O)NCc3ccccc3)c4ccncc4
vanwesten_tauromer.csv	699	Metz_2011_1171	DPPIQOOVRLCHQC-UHFFFAOYSA-N	O=C(NC(CO)Cc1ccc(cc1)Cl)c2ccc(cc2)c3ccncc3	O=C(NC(CO)Cc1ccc(cc1)Cl)c2ccc(cc2)c3ccncc3
vanwesten_tauromer.csv	700	Metz_2011_1172	GWXPHWSUMLUDPO-UHFFFAOYSA-N	N#Cc2ccc(cc2(NCc1ccccc1))c3ccncc3	N#Cc2ccc(cc2(NCc1ccccc1))c3ccncc3
